Close	Date	Sentiment_fin_V	Sentiment_fin_F2	Open
3013.179932	2019-07-30	-0.06024096386	-0.2168674699	3007.659912
2980.379883	2019-07-31	-0.1058823529	-0.1647058824	3016.219971
2953.560059	2019-08-01	-0.1698113208	-0.179245283	2980.320068
2932.050049	2019-08-02	0	-0.24	2943.899902
2844.73999	2019-08-05	-0.1011332418	-0.05242673993	2898.070068
2881.77002	2019-08-06	-0.08064516129	-0.1612903226	2861.179932
2883.97998	2019-08-07	0.02816901408	0.01408450704	2858.649902
2938.090088	2019-08-08	-0.03448275862	-0.01724137931	2896.209961
2918.649902	2019-08-09	-0.09433962264	-0.2075471698	2930.51001
2882.699951	2019-08-12	-0.2659322435	-0.2461502014	2907.070068
2926.320068	2019-08-13	-0.1	-0.1333333333	2880.719971
2840.600098	2019-08-14	0.03333333333	-0.06666666667	2894.149902
